时间,sx,,重新排序列,dx
2017\8\7 1:52,0,,777,0
2017\8\7 1:54,0,,778,0
2017\8\7 1:56,0,,779,0
2017\8\7 1:58,0,,780,0
2017\8\7 2:00,0,,781,0
2017\8\7 2:02,0,,782,0
2017\8\7 2:04,0,,783,0
2017\8\7 2:06,0,,784,0
2017\8\7 2:08,0,,785,0
2017\8\7 2:10,0,,786,0
2017\8\7 2:12,0,,787,0
2017\8\7 2:14,0,,788,0
2017\8\7 2:16,0,,789,0
2017\8\7 2:18,0,,790,0
2017\8\7 2:20,0,,791,0
2017\8\7 2:22,0,,792,0
2017\8\7 2:24,0,,793,0
2017\8\7 2:26,0,,794,0
2017\8\7 2:28,0,,795,0
2017\8\7 2:30,0,,796,0
2017\8\7 2:32,0,,797,0
2017\8\7 2:34,0,,798,0
2017\8\7 2:36,0,,799,0
2017\8\7 2:38,0,,800,0
2017\8\7 2:40,0,,801,0
2017\8\7 2:42,0,,802,0
2017\8\7 2:44,0,,803,0
2017\8\7 2:46,0,,804,0
2017\8\7 2:48,0,,805,0
2017\8\7 2:50,0,,806,0
2017\8\7 2:52,0,,807,0
2017\8\7 2:54,0,,808,0
2017\8\7 2:56,0,,809,0
2017\8\7 2:58,0,,810,0
2017\8\7 3:00,0,,811,0
2017\8\7 3:02,0,,812,0
2017\8\7 3:04,0,,813,0
2017\8\7 3:06,0,,814,0
2017\8\7 3:08,0,,815,0
2017\8\7 3:10,0,,816,0
2017\8\7 3:12,0,,817,0
2017\8\7 3:14,0,,818,0
2017\8\7 3:16,0,,819,0
2017\8\7 3:18,0,,820,0
2017\8\7 3:20,0,,821,0
2017\8\7 3:22,0,,822,0
2017\8\7 3:24,0,,823,0
2017\8\7 3:26,0,,824,0
2017\8\7 3:28,0,,825,0
2017\8\7 3:30,0,,826,0
2017\8\7 3:32,0,,827,0
2017\8\7 3:34,0,,828,0
2017\8\7 3:36,0,,829,0
2017\8\7 3:38,0,,830,0
2017\8\7 3:40,0,,831,0
2017\8\7 3:42,0,,832,0
2017\8\7 3:44,0,,833,0
2017\8\7 3:46,0,,834,0
2017\8\7 3:48,0,,835,0
2017\8\7 3:50,0,,836,0
2017\8\7 3:52,0,,837,0
2017\8\7 3:54,0,,838,0
2017\8\7 3:56,0,,839,0
2017\8\7 3:58,0,,840,0
2017\8\7 4:00,0,,841,0
2017\8\7 4:02,0,,842,0
2017\8\7 4:04,0,,843,0
2017\8\7 4:06,0,,844,0
2017\8\7 4:08,0,,845,0
2017\8\7 4:10,0,,846,0
2017\8\7 4:12,0,,847,0
2017\8\7 4:14,0,,848,0
2017\8\7 4:16,0,,849,0
2017\8\7 4:18,0,,850,0
2017\8\7 4:20,0,,851,0
2017\8\7 4:22,0,,852,0
2017\8\7 4:24,0,,853,0
2017\8\7 4:26,0,,854,0
2017\8\7 4:28,0,,855,0
2017\8\7 4:30,0,,856,0
2017\8\7 4:32,0,,857,0
2017\8\7 4:34,0,,858,0
2017\8\7 4:36,0,,859,0
2017\8\7 4:38,0,,860,0
2017\8\7 4:40,0,,861,0
2017\8\7 4:42,0,,862,0
2017\8\7 4:44,0,,863,0
2017\8\7 4:46,0,,864,0
2017\8\7 4:48,0,,865,0
2017\8\7 4:50,0,,866,0
2017\8\7 4:52,0,,867,0
2017\8\7 4:54,0,,868,0
2017\8\7 4:56,0,,869,0
2017\8\7 4:58,0,,870,0
2017\8\7 5:00,0,,871,0
2017\8\7 5:02,1,,872,0
2017\8\7 5:04,3,,873,1
2017\8\7 5:06,0,,874,0
2017\8\7 5:08,0,,875,0
2017\8\7 5:10,0,,876,0
2017\8\7 5:12,1,,877,0
2017\8\7 5:14,2,,878,1
2017\8\7 5:16,0,,879,0
2017\8\7 5:18,0,,880,0
2017\8\7 5:20,1,,881,0
2017\8\7 5:22,0,,882,0
2017\8\7 5:24,10,,883,5
2017\8\7 5:26,1,,884,0
2017\8\7 5:28,0,,885,0
2017\8\7 5:30,2,,886,1
2017\8\7 5:32,2,,887,1
2017\8\7 5:34,6,,888,3
2017\8\7 5:36,1,,889,0
2017\8\7 5:38,21,,890,10
2017\8\7 5:40,5,,891,2
2017\8\7 5:42,9,,892,4
2017\8\7 5:44,12,,893,6
2017\8\7 5:46,8,,894,4
2017\8\7 5:48,6,,895,3
2017\8\7 5:50,2,,896,1
2017\8\7 5:52,8,,897,4
2017\8\7 5:54,8,,898,4
2017\8\7 5:56,16,,899,8
2017\8\7 5:58,5,,900,2
2017\8\7 6:00,7,,901,3
2017\8\7 6:02,7,,902,3
2017\8\7 6:04,4,,903,2
2017\8\7 6:06,5,,904,2
2017\8\7 6:08,7,,905,3
2017\8\7 6:10,7,,906,3
2017\8\7 6:12,12,,907,6
2017\8\7 6:14,22,,908,11
2017\8\7 6:16,21,,909,10
2017\8\7 6:18,3,,910,1
2017\8\7 6:20,20,,911,10
2017\8\7 6:22,10,,912,5
2017\8\7 6:24,8,,913,4
2017\8\7 6:26,16,,914,8
2017\8\7 6:28,19,,915,9
2017\8\7 6:30,28,,916,14
2017\8\7 6:32,15,,917,7
2017\8\7 6:34,5,,918,2
2017\8\7 6:36,40,,919,20
2017\8\7 6:38,23,,920,11
2017\8\7 6:40,23,,921,11
2017\8\7 6:42,11,,922,5
2017\8\7 6:44,44,,923,22
2017\8\7 6:46,36,,924,18
2017\8\7 6:48,22,,925,11
2017\8\7 6:50,31,,926,15
2017\8\7 6:52,28,,927,14
2017\8\7 6:54,20,,928,10
2017\8\7 6:56,40,,929,20
2017\8\7 6:58,23,,930,11
2017\8\7 7:00,42,,931,21
2017\8\7 7:02,51,,932,25
2017\8\7 7:04,48,,933,24
2017\8\7 7:06,48,,934,24
2017\8\7 7:08,34,,935,17
2017\8\7 7:10,42,,936,21
2017\8\7 7:12,43,,937,21
2017\8\7 7:14,58,,938,29
2017\8\7 7:16,40,,939,20
2017\8\7 7:18,50,,940,25
2017\8\7 7:20,48,,941,24
2017\8\7 7:22,57,,942,28
2017\8\7 7:24,71,,943,35
2017\8\7 7:26,90,,944,45
2017\8\7 7:28,76,,945,38
2017\8\7 7:30,89,,946,44
2017\8\7 7:32,69,,947,34
2017\8\7 7:34,70,,948,35
2017\8\7 7:36,109,,949,54
2017\8\7 7:38,132,,950,66
2017\8\7 7:40,126,,951,63
2017\8\7 7:42,173,,952,86
2017\8\7 7:44,141,,953,70
2017\8\7 7:46,169,,954,84
2017\8\7 7:48,137,,955,68
2017\8\7 7:50,142,,956,71
2017\8\7 7:52,138,,957,69
2017\8\7 7:54,158,,958,79
2017\8\7 7:56,194,,959,97
2017\8\7 7:58,199,,960,99
2017\8\7 8:00,185,,961,92
2017\8\7 8:02,225,,962,112
2017\8\7 8:04,257,,963,128
2017\8\7 8:06,189,,964,94
2017\8\7 8:08,303,,965,151
2017\8\7 8:10,329,,966,164
2017\8\7 8:12,268,,967,134
2017\8\7 8:14,377,,968,188
2017\8\7 8:16,328,,969,164
2017\8\7 8:18,365,,970,182
2017\8\7 8:20,420,,971,210
2017\8\7 8:22,357,,972,178
2017\8\7 8:24,407,,973,203
2017\8\7 8:26,337,,974,168
2017\8\7 8:28,466,,975,233
2017\8\7 8:30,419,,976,209
2017\8\7 8:32,301,,977,150
2017\8\7 8:34,563,,978,281
2017\8\7 8:36,368,,979,184
2017\8\7 8:38,510,,980,255
2017\8\7 8:40,511,,981,255
2017\8\7 8:42,338,,982,169
2017\8\7 8:44,619,,983,309
2017\8\7 8:46,481,,984,240
2017\8\7 8:48,431,,985,215
2017\8\7 8:50,514,,986,257
2017\8\7 8:52,458,,987,229
2017\8\7 8:54,307,,988,153
2017\8\7 8:56,251,,989,125
2017\8\7 8:58,394,,990,197
2017\8\7 9:00,294,,991,147
2017\8\7 9:02,233,,992,116
2017\8\7 9:04,291,,993,145
2017\8\7 9:06,280,,994,140
2017\8\7 9:08,266,,995,133
2017\8\7 9:10,329,,996,164
2017\8\7 9:12,316,,997,158
2017\8\7 9:14,247,,998,123
2017\8\7 9:16,308,,999,154
2017\8\7 9:18,240,,1000,120
2017\8\7 9:20,198,,1001,99
2017\8\7 9:22,269,,1002,134
2017\8\7 9:24,224,,1003,112
2017\8\7 9:26,228,,1004,114
2017\8\7 9:28,243,,1005,121
2017\8\7 9:30,230,,1006,115
2017\8\7 9:32,233,,1007,116
2017\8\7 9:34,174,,1008,87
2017\8\7 9:36,153,,1009,76
2017\8\7 9:38,183,,1010,91
2017\8\7 9:40,90,,1011,45
2017\8\7 9:42,254,,1012,127
2017\8\7 9:44,299,,1013,149
2017\8\7 9:46,141,,1014,70
2017\8\7 9:48,218,,1015,109
2017\8\7 9:50,232,,1016,116
2017\8\7 9:52,100,,1017,50
2017\8\7 9:54,210,,1018,105
2017\8\7 9:56,169,,1019,84
2017\8\7 9:58,135,,1020,67
2017\8\7 10:00,177,,1021,88
2017\8\7 10:02,161,,1022,80
2017\8\7 10:04,78,,1023,39
2017\8\7 10:06,169,,1024,84
2017\8\7 10:08,113,,1025,56
2017\8\7 10:10,110,,1026,55
2017\8\7 10:12,130,,1027,65
2017\8\7 10:14,98,,1028,49
2017\8\7 10:16,111,,1029,55
2017\8\7 10:18,92,,1030,46
2017\8\7 10:20,113,,1031,56
2017\8\7 10:22,54,,1032,27
2017\8\7 10:24,100,,1033,50
2017\8\7 10:26,90,,1034,45
2017\8\7 10:28,106,,1035,53
2017\8\7 10:30,72,,1036,36
2017\8\7 10:32,98,,1037,49
2017\8\7 10:34,88,,1038,44
2017\8\7 10:36,126,,1039,63
2017\8\7 10:38,114,,1040,57
2017\8\7 10:40,73,,1041,36
2017\8\7 10:42,105,,1042,52
2017\8\7 10:44,88,,1043,44
2017\8\7 10:46,86,,1044,43
2017\8\7 10:48,89,,1045,44
2017\8\7 10:50,51,,1046,25
2017\8\7 10:52,104,,1047,52
2017\8\7 10:54,117,,1048,58
2017\8\7 10:56,103,,1049,51
2017\8\7 10:58,59,,1050,29
2017\8\7 11:00,58,,1051,29
2017\8\7 11:02,80,,1052,40
2017\8\7 11:04,77,,1053,38
2017\8\7 11:06,84,,1054,42
2017\8\7 11:08,73,,1055,36
2017\8\7 11:10,109,,1056,54
2017\8\7 11:12,80,,1057,40
2017\8\7 11:14,107,,1058,53
2017\8\7 11:16,89,,1059,44
2017\8\7 11:18,84,,1060,42
2017\8\7 11:20,82,,1061,41
2017\8\7 11:22,118,,1062,59
2017\8\7 11:24,91,,1063,45
2017\8\7 11:26,81,,1064,40
2017\8\7 11:28,70,,1065,35
2017\8\7 11:30,102,,1066,51
2017\8\7 11:32,75,,1067,37
2017\8\7 11:34,76,,1068,38
2017\8\7 11:36,113,,1069,56
2017\8\7 11:38,81,,1070,40
2017\8\7 11:40,85,,1071,42
2017\8\7 11:42,106,,1072,53
2017\8\7 11:44,82,,1073,41
2017\8\7 11:46,69,,1074,34
2017\8\7 11:48,80,,1075,40
2017\8\7 11:50,74,,1076,37
2017\8\7 11:52,38,,1077,19
2017\8\7 11:54,64,,1078,32
2017\8\7 11:56,62,,1079,31
2017\8\7 11:58,56,,1080,28
2017\8\7 12:00,80,,1081,40
2017\8\7 12:02,83,,1082,41
2017\8\7 12:04,65,,1083,32
2017\8\7 12:06,85,,1084,42
2017\8\7 12:08,93,,1085,46
2017\8\7 12:10,55,,1086,27
2017\8\7 12:12,70,,1087,35
2017\8\7 12:14,79,,1088,39
2017\8\7 12:16,78,,1089,39
2017\8\7 12:18,108,,1090,54
2017\8\7 12:20,76,,1091,38
2017\8\7 12:22,71,,1092,35
2017\8\7 12:24,99,,1093,49
2017\8\7 12:26,72,,1094,36
2017\8\7 12:28,64,,1095,32
2017\8\7 12:30,86,,1096,43
2017\8\7 12:32,62,,1097,31
2017\8\7 12:34,64,,1098,32
2017\8\7 12:36,92,,1099,46
2017\8\7 12:38,88,,1100,44
2017\8\7 12:40,83,,1101,41
2017\8\7 12:42,56,,1102,28
2017\8\7 12:44,89,,1103,44
2017\8\7 12:46,66,,1104,33
2017\8\7 12:48,80,,1105,40
2017\8\7 12:50,107,,1106,53
2017\8\7 12:52,68,,1107,34
2017\8\7 12:54,48,,1108,24
2017\8\7 12:56,119,,1109,59
2017\8\7 12:58,67,,1110,33
2017\8\7 13:00,92,,1111,46
2017\8\7 13:02,64,,1112,32
2017\8\7 13:04,124,,1113,62
2017\8\7 13:06,80,,1114,40
2017\8\7 13:08,108,,1115,54
2017\8\7 13:10,91,,1116,45
2017\8\7 13:12,79,,1117,39
2017\8\7 13:14,107,,1118,53
2017\8\7 13:16,75,,1119,37
2017\8\7 13:18,98,,1120,49
2017\8\7 13:20,83,,1121,41
2017\8\7 13:22,57,,1122,28
2017\8\7 13:24,109,,1123,54
2017\8\7 13:26,106,,1124,53
2017\8\7 13:28,89,,1125,44
2017\8\7 13:30,113,,1126,56
2017\8\7 13:32,70,,1127,35
2017\8\7 13:34,85,,1128,42
2017\8\7 13:36,146,,1129,73
2017\8\7 13:38,89,,1130,44
2017\8\7 13:40,83,,1131,41
2017\8\7 13:42,120,,1132,60
2017\8\7 13:44,85,,1133,42
2017\8\7 13:46,71,,1134,35
2017\8\7 13:48,109,,1135,54
2017\8\7 13:50,87,,1136,43
2017\8\7 13:52,90,,1137,45
2017\8\7 13:54,68,,1138,34
2017\8\7 13:56,54,,1139,27
2017\8\7 13:58,65,,1140,32
2017\8\7 14:00,44,,1141,22
